M-ID,SMILE,P1,P2,P3,P4,P5
M663585,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](OC(=O)CCN(C)C)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C,0,1,1,0,1
M501453,Cc1ccc2c(c1)N[C@H](c1ccc(C(=O)O)cc1)c1cccn1-2,1,0,0,0,1
M776542,COCC(=O)N1CCC2(CC1)CCN(c1ncccn1)CC2,0,0,0,0,0
M561598,COc1ccc2c(c1OC)C(=O)N(C(C)C(=O)O)C2=O,0,0,0,0,0
M686388,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0,0,0,0,0
M617779,CCNC(=O)NC1(C(=O)Nc2ccc3c(c2)OCCO3)CCCCC1,0,1,0,0,0
M350769,Cn1c(CN2CCOCC2)nnc1SCC(N)=O,0,0,0,0,0
M538124,Cc1ccc2c(c1)SC1=NC(c3ccccc3)(C(F)(F)F)NC(=O)N12,1,1,1,0,0
M379526,[N-]=[N+]=NC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H]2O[C@H]12,0,0,0,0,0
M571257,CON(C)C(=O)c1nnc2c(n1)[nH]c1ccccc12,0,0,0,0,0
M955477,O=C(N/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C[C@@H]3CCCO3)C(=O)[C@H]12)OCc1ccccc1,0,0,0,0,0
M889012,CN1CCCC2(CCN(C(=O)c3cccn3C)CC2)C1,0,0,0,0,0
M994698,CS(=O)(=O)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,0,0,0,0,0
M818039,C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)c1ccccc1)c1ccccc1,0,1,1,0,1
M167450,CC(C)Oc1ccc2ccccc2c1C=O,1,1,1,0,0
M891840,O=C(Nc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1,1,1,1,1,1
M957353,O=C(O)[C@H]1[C@H]2CC(=O)[C@H](C2=O)[C@H]1C(=O)O,0,0,0,0,0
M349455,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,0,0,0,0,0
M980842,COc1ccc(N(Cc2c(C(F)(F)F)nn(C)c2Cl)S(=O)(=O)c2ccc(C)cc2)cc1,0,1,1,0,1
M730502,C=CCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,1,1,1,1,1
M943372,Nc1ncnc2c([C@@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)nsc12,0,0,0,0,0
M856726,CCOC(=O)CCc1c(C)nc2ncnn2c1C,0,0,0,0,0
M635856,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(C)c3C[C@H]2CN1C(=O)c1ccccc1,0,1,1,0,1
M896602,CC(C)CN1CC2(CCN(C(=O)c3csnn3)CC2)C1,0,0,0,1,0
M629749,COc1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)ccc1OCC(=O)Nc1ccccc1C,0,1,1,0,1
M365988,COc1ccc(C(=O)NC(=S)Nc2cccc(Cl)c2N2CCOCC2)cc1[N+](=O)[O-],0,1,1,0,1
M527730,Cc1ccc2oc(-c3ccc(C)c(NC(=O)Cc4cccs4)c3)nc2c1,0,0,0,0,0
M902041,COc1ccc(CNc2cc(-c3ccccc3C)ncn2)c(OC)c1,1,1,0,1,1
M538888,CN1[C@H]2CC[C@@H]1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2,0,0,0,1,0
M923898,CC[N+](CC)(CC)CC[C@](O)(c1ccccc1)C1CCCCC1,0,0,0,1,0
M355035,COc1cccc(-c2cc(NCc3ccc(OC)cc3OC)ncn2)c1,1,1,0,1,1
M823658,O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)c1ccc(Cl)c(Cl)c1,1,1,1,1,1
M958952,CC(=O)Nc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1,0,0,0,0,0
M860439,CCC(=O)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,0,0,0,0,0
M959754,O=C(O)/C=C/C(=O)Nc1ccccc1-c1ccccc1,0,0,1,0,0
M179648,CC(=O)N1CCC2(CC1)CN(Cc1ccccc1)C2,0,0,0,0,0
M568275,CC[C@@H]1Cc2cc(O)ccc2C2=C1c1ccc(O)cc1C[C@H]2CC,1,1,1,1,1
M225666,CC(C)CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@@H]12,0,0,0,0,0
M185432,COC(=O)C1=C(C(=O)c2ccc(C)cc2)C(c2ccccc2)n2nnnc2N1,0,1,1,0,0
M725387,CN(C)c1ccc(-c2ccc3ncnc(NC4CC4)c3c2)cc1,1,0,0,0,1
M512392,CN(C)CCNC(=S)Nc1cccc(Cl)c1,0,0,0,0,0
M318615,Clc1ccccc1NN(Cc1ccccn1)c1ccccc1Cl,0,1,0,0,0
M769606,COc1ccc(CCNc2nc(-c3ccco3)cc(C(F)(F)F)n2)cc1OC,1,1,1,0,1
M656030,CN1[C@H]2CC(OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@@H]12,0,0,0,0,0
M555573,CC1(C)CC2(CC(c3cccs3)c3cc(Cl)c(O)cc3O2)NC(=S)N1,0,1,1,0,0
M375578,CCN(CC(=O)O)C(=O)c1cccnc1,0,0,0,0,0
M134051,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,1,0,0,0,1
M827582,CC(C)CC(=O)Nc1ccccc1-c1nnn(CC(=O)N2CCc3ccccc3C2)n1,0,1,1,0,0
M247650,N1=C(c2nnn[nH]2)NNC(c2nnn[nH]2)=N1,0,0,0,0,0
M864945,CC[C@H](CO)NC(=O)[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,0,0,0,1,0
M582831,O=C(O)c1cccc(C[C@H](Br)C(=O)O)c1,0,0,0,0,0
M916316,CC(C)Cn1c(-c2ccc(Cl)cc2)cnc1SCC(=O)N1CCOCC1,1,1,1,0,0
M612312,O=CNc1ncn[nH]1,0,0,0,0,0
M904029,Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1cccnc1N2,0,0,0,0,0
M373631,O=C(O)/C(=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)c1ccccc1,1,0,0,0,0
M229119,O=C1Nc2ccccc2/C1=N\c1ccc(S(=O)(=O)Nc2nccs2)cc1,0,0,0,0,0
M621608,COC(=O)c1cc2c(ccn2-c2ccc(F)cc2)n1CC(C)C,1,1,1,0,0
M739985,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O,0,0,0,0,0
M511562,CC(=O)NCC(=O)N[C@H](CCC(=O)O)C(=O)O,0,0,0,0,0
M910273,NCCC[C@@](N)(C(=O)O)C(F)F,0,0,0,0,0
M854914,NC[C@@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](O[C@H]3[C@H](O[C@@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4N)[C@@H](N)C[C@@H](N)[C@H]3O)[C@@H]2O)[C@H](N)[C@H](O)[C@@H]1O,0,0,0,0,0
M948673,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,1,0,0,0,1
M342495,O=C1C2=CC[C@@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@H]3[C@H]2[C@H](O)[C@H]2O[C@H]12,0,0,0,0,0
M695535,N[C@H](Cc1onc(O)c1Cl)C(=O)O,0,1,0,1,0
M908527,Cc1noc(C)c1-c1cncnc1-n1ccnc1,1,0,0,0,1
M917394,O=C(O)[C@@H]1[C@@H]2C[C@H]([C@@H](Br)[C@H]2N2C(=O)CCC2=O)[C@@H]1C(=O)O,0,0,0,0,0
M864986,COc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,0,0,0,0,0
M490533,N[C@@H](Cc1ccccc1)P(=O)(O)O,0,0,0,0,0
M799763,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0,0,0,0,0
M275940,N#Cc1nc(COc2ccccc2Cl)oc1NCc1ccco1,1,1,1,1,1
M788283,CC(C)CO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C(C)(C)C)C(=O)[C@H]12,0,0,0,0,0
M241287,CCC(=O)[C@@]1(C)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,0,0,0,0,0
M379739,CCOc1ccc(-c2nnn(CC(=O)Nc3cc(OC)ccc3OC)n2)cc1OCC,0,1,0,0,1
M501036,O=C1C2Sc3nc(O)sc3C(c3ccccc3)C2C(=O)N1c1ccccc1,0,1,1,0,1
M912853,Nc1ccc(C(=O)NCC(=O)O)cc1,0,0,0,0,0
M356359,C=CC[NH+]1/C(=C\CO)[C@H]2C[C@@H]3[C@@H]1CC[C@]31c3ccccc3N3C=C4[C@@H]5C[C@H]6[C@H](CC[C@@]67c6ccccc6N(C=C2[C@H]31)[C@@H]47)[NH+](CC=C)/C5=C\CO,0,0,0,0,0
M605753,Cc1cc(C)c(C#N)c(SCC(=O)C(C)(C)C)n1,1,1,0,0,0
M118183,COc1cccc(Nc2nc(-c3ccc(O)cc3)cs2)c1,1,1,1,1,1
M287433,O=C(N/N=C/c1ccco1)c1ccc(Br)o1,1,0,0,0,0
M947460,CCCn1nnnc1-c1cc(Cl)cc(Cl)c1,1,0,0,0,0
M353473,Cc1occc1C(=O)NNC(=O)Cc1ccccc1,0,1,0,0,0
M579377,Cc1nn2c(c1-c1ccccc1)N=C1CCCC(O)=C1C2c1ccccc1,0,1,1,0,1
M712159,CO/N=C\[C@@H](OC)[C@H](C)/C=C\CC(=O)OC,0,0,0,0,0
M241410,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=C[C@@H](C5SCCS5)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]12C,0,1,0,0,0
M874740,CCC(NC(=O)c1ccccc1NC(=O)c1ccco1)C(=O)NC1CCCCC1,0,1,1,0,1
M783882,Cc1nnsc1SC(C)C(=O)O,0,0,0,0,0
M438588,C[C@H]1CS(=O)(=O)CCN1/N=C\c1ccc([N+](=O)[O-])o1,0,0,0,0,0
M776820,COCC(=O)N1CCC2(CC1)CCN(C(=O)Nc1ccc(OC)cc1)CC2,0,0,0,0,0
M288227,CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@@H]2[C@H](Oc3cccc4c(O)c5c(=O)oc6ccc(C)c7c(=O)oc(c34)c5c67)O[C@@H](C)[C@H](O)[C@H]2O)[C@H]1O,0,0,0,0,0
M465623,O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1)NC(=O)NCc1ccccc1,0,0,0,0,0
M960835,O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1,0,0,1,0,0
M591696,COc1ccc(C(=O)Nc2ccc3c(c2)nc(CN2CCN(C(C)=O)CC2)n3C)cc1,0,0,0,0,0
M771137,C(#CCN1CCCC1)CN1CCCC1,0,0,0,0,0
M886004,Cn1cccc1C(=O)N1CCC2(CCN(C(=O)Nc3cccc(F)c3)CC2)CC1,0,0,0,0,0
M371623,CCOC(=O)c1cnc(N(C)C)nc1SC(=N)N,0,0,0,0,0
M689631,CC(C)NC(=O)N1CCCC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,0,0,0,0,1
M383019,O=C(c1cnccn1)N1CCC2(CC1)CN(c1ccccc1)C2,0,0,0,0,0
M687578,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0,0,0,0,0
M778853,Cc1cccc(C)c1NC(=O)Nc1ccc(S(N)(=O)=O)cc1,0,0,0,0,0
M717403,COC(=O)N1CCC2(CC1)CN(C(=O)Nc1cccc(F)c1)C2,0,0,0,0,0
M684554,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCSCCO)c3C[C@H]2CN1C(=O)c1ccccc1,0,0,1,0,1
M116052,N#CC(c1ccc(Cl)cc1)c1nc2ccccc2nc1C(F)(F)F,1,1,1,0,0
M305725,CC(C)C[C@H](NC(=O)[C@@H](O)[C@@H](N)Cc1ccccc1)C(=O)O,0,0,0,0,0
M722715,COC(=O)C(C(=O)OC)C(C[N+](=O)[O-])c1ccc(OC)c(OC)c1,0,1,0,0,0
M936121,N[C@H](C(=O)O)[C@H](N)C(=O)O,0,0,0,0,0
M502414,COC(=O)N1CCC2(CCCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)CC1,0,0,0,0,0
M782465,O=C(O)CNCP(=O)(O)O,0,0,0,0,0
M331354,NCCc1ccc(S(=O)(=O)O)cc1[N+](=O)[O-],0,0,0,0,0
M578561,CC1(C)[C@@H]2CC[C@]1(C)[C@@H](OC(=O)CSC#N)C2,0,0,0,0,0
M346214,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,1,0,1,1,0
M386297,C[N+](C)(C)c1ncnc2c1ncn2[C@@H]1C[C@H](O)[C@@H](CO)O1,0,0,0,0,0
M741784,COc1cccc(-c2cc(C(F)(F)F)n3ncc(S(=O)(=O)c4ccccc4)c3n2)c1,0,0,0,0,1
M433633,O=C(c1csnn1)N1CCC2(CC1)CN(c1ncccn1)C2,0,0,0,0,0
M991694,N[C@@H](Cc1c[nH]c2ccc([N+](=O)[O-])cc12)C(=O)O,0,0,0,0,0
M960616,N[C@H](CC(=O)O)C(=O)O,0,0,0,0,0
M329412,CS(=O)(=O)N(CC(=O)O)Cc1ccccc1,0,0,0,0,0
M773563,COc1cc(OC)c(C2N(c3cc(C)on3)C(=O)C3CCCN32)cc1OC,1,0,0,0,0
M811871,CCCN1C(=O)C2(C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2CCCOC)c2ccccc21,0,0,0,0,0
M362091,Cc1cc(C2(c3cc(C)c(O)c(C(=O)O)c3)OS(=O)(=O)c3ccccc32)cc(C(=O)O)c1O,0,0,0,0,0
M265558,COc1cc(CCN)ccc1O,0,0,0,0,0
M684938,CN[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O[C@@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@@H]1O,0,0,0,0,0
M466049,COc1ccccc1CNc1ccnc(-c2ccccc2OC)n1,1,1,0,1,1
M946350,O=C(O)[C@H]1CC=CC[C@@H]1C(=O)Nc1cccc(O)c1,0,0,0,0,0
M360079,COc1ccc(NC(=O)N(C2CCCCC2)C(C)c2cccnc2)c(OC)c1,1,1,1,0,1
M394008,CCOC(=O)C1=C(C)N(CC(C)C)C(=O)/C1=C\c1ccc(OCC(=O)Nc2ccccc2)cc1,0,1,1,0,0
M578981,O=C(O[C@H]1C[N+]2(Br)CCC1CC2)C(O)(c1ccccc1)c1ccccc1,0,0,0,0,0
M114563,O=C(O)c1ccc(C(=O)c2ccccc2C(=O)O)cc1C(=O)O,0,0,0,0,0
M227276,C=Cc1ccc([C@H]2N[C@@H](C(=O)O)CC[C@@H]2C)cc1,0,0,0,0,0
M489162,N[C@@](CCc1ccccc1)(C(=O)O)c1ccccc1,0,0,0,0,0
M817230,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CC[C@@H]2OP(=O)(O)O,0,0,0,0,0
M534190,C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,0,0,0,0,1
M687590,CP(=O)(O)CCCN,0,0,0,0,0
M623624,CCCCCCCC(=O)NNC(=O)CCC(=O)O,0,0,0,0,0
M739321,Cc1ccccc1Oc1ncnc2sccc12,1,1,0,0,0
M766509,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)n1,0,0,0,0,0
M328057,CN(C)Cc1ccccc1-c1cc(N(C)C)ncn1,1,0,0,1,0
M756870,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0,0,0,0,0
M330933,COc1ccc(NC(=O)N2CC[C@@]3(CCCNC3)C2)cc1,0,0,0,0,0
M718259,CN1CCC[C@@H](CC2c3ccccc3Sc3ccccc32)C1,0,0,0,1,0
M843695,C[C@@H](N)Cc1c[nH]cn1,0,0,0,0,0
M406381,NC(=O)Nn1c(CCC(=O)O)ccc1-c1ccc(F)cc1,0,0,0,0,0
M495050,CC1=N[C@@](C)(COC(=O)[C@]2(C)N[C@](C)(CO)CO2)COC1=O,0,0,0,0,0
M144774,CC(C)(CC(=O)Nc1ccccc1)C(=O)O,0,0,0,0,0
M609441,CCOC(=O)CCN1C(=O)[C@H]2CC[C@@H]3/C(=N\NC(=O)OCC)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M224084,CCc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,0,0,0,1,0
M229264,CCN1C(=O)[C@H]2CC[C@H]3/C(=N\O[C@@H](C)c4cn([C@H]5COC[C@H]5O)nn4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M424264,C#CCSc1nc(-c2ccco2)n[nH]1,1,0,0,0,0
M850235,O=C(O)c1cncc(C(=O)O)c1,0,0,0,0,0
M692429,S=C(S)NCCN1CCNCC1,0,0,0,0,0
M382285,O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(c3ccccc3)C2)C1,0,0,0,0,1
M825991,N#Cc1c(N2CCCC(O)C2)nc(N)c2c(N)nc3c(c12)CC(=O)N3C12CC3CC(CC(C3)C1)C2,0,1,1,1,0
M801124,NC[C@H]1O[C@H](n2cnc3c(N)ncnc32)C[C@@H]1O,0,0,0,0,0
M786302,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0,0,0,0,0
M178683,OC[C@@H]1O[C@@H](n2cnc3c(N[C@@H]4C[C@@H]5CC[C@H]4C5)ncnc32)[C@@H](O)[C@H]1O,0,0,0,0,0
M615913,CC(=O)N1CCN(Cc2nc3cc(NC(=O)c4ccccc4)ccc3n2C)CC1,0,0,0,0,0
M272280,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0,0,1,0,0
M650817,CC(C)[N+]1(C)[C@H]2CC[C@@H]1CC(C(=O)O[C@@H](CO)c1ccccc1)C2,0,0,0,0,0
M684068,CC(=O)Nc1ccc2c(c1)OCCOCCOc1cc(NC(C)=O)ccc1OCCOCCOCCO2,0,0,0,0,0
M976816,O=C(c1cnccn1)N1CCC2(CC1)CCN(c1ccncc1)CC2,0,0,0,0,0
M248403,COc1ccc(NC2=NC(=S)N(c3ccc(C)cc3)C23CCCCC3)cc1,0,0,0,0,0
M800975,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,1,0,0,1,0
M992570,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0,0,0,0,0
M528385,CCN1C(=O)[C@H]2CC[C@H]3/C(=N\NC(=O)OCc4ccc(OC)cc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M737291,CCOC(=O)N1CCN(S(=O)(=O)Cc2ccccc2)CC1,0,1,0,0,0
M513426,COc1ccc(S(=O)(=O)N2CCCCCC2)cc1N(C)S(=O)(=O)c1ccc(Cl)cc1,0,1,1,0,0
M595762,CCN1C(=O)CC(N2CCN(CC(=O)NC(C)C)CC2)C1=O,0,0,0,0,0
M519310,c1ccc(-n2ncc3c2ncn2cnnc32)cc1,1,0,0,0,0
M335970,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0,0,0,0,0
M293647,CCOC(=O)C(C)(C)[C@H](O)C(C)C,0,0,0,0,0
M891081,CO[C@@H]1C=CCC(=O)N2CCC[C@@H]2C(=O)OC[C@@H](C)C(=O)OC[C@H]1C,0,0,0,0,0
M268241,O=C(Nc1ccccc1)N1CCC2(CC1)CCN(C(=O)c1cnccn1)CC2,0,0,0,0,0
M270900,O=C(O)C1(Nc2ccccc2)CCN(Cc2ccccc2)CC1,0,0,0,0,0
M390719,Cc1ccc2cc(C(=O)O)c(C)nc2c1,0,0,0,0,0
M288094,O=C(O)[C@@H]1[C@@H]2O[C@@H]([C@H]1C(=O)O)[C@@H](Br)[C@H]2Br,0,0,0,0,0
M444520,O=C(Nc1ccc2ncccc2c1)Nc1ccc2ncccc2c1,0,0,0,0,0
M534721,COc1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,0,0,0,0,0
M534905,COc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)c(OC)c1,1,1,0,1,1
M802029,COc1ccc2[nH]c3cc4c(=O)c5cc(OC)ccc5[nH]c4cc3c(=O)c2c1,0,0,0,0,0
M804523,Cc1nc2ccccc2nc1N1CCCC1,1,0,0,0,0
M701270,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@@H]3SC2)cc1,0,0,0,0,0
M501462,Nc1nc(SCC(=O)c2ccc(Br)cc2)c2nc[nH]c2n1,1,1,0,0,1
M632500,c1ccc2c(c1)C(=Nc1ccc(N=C3c4ccccc4-c4ccccc43)cc1)c1ccccc1-2,0,0,0,0,0
M192703,O=C(O)c1nnsc1-c1csnn1,0,0,0,0,0
M599687,COCC(=O)N1CCC2(CC1)CCN(C(=O)Nc1cccc(C#N)c1)CC2,0,0,0,0,0
M810843,O=C1c2ccccc2C(=O)N1C[C@]1(C(=O)O)NCCS1(=O)=O,0,0,0,0,0
M955047,CC(C)=C1C(=O)C(c2ccccc2)=C2CN3C(=O)N(CCc4ccccc4)C(=O)[C@]3(C)[C@H]21,1,1,1,0,1
M882852,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@@H]2SC1,0,0,0,0,0
M450439,Cc1ccc(CNC(=O)CCc2c(C)nc3ncnn3c2C)cc1,0,0,0,0,1
M676795,Cc1ccc([N+](=O)[O-])cc1NC(=S)NC(=O)C(C)(C)C,1,1,1,0,0
M497376,O=C(O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@@H]21,0,0,0,0,0
M607306,CCN1C[C@]2(COC)CC[C@H](O)[C@]34[C@H]1[C@](O)([C@@H](OC)[C@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@H]1[C@@H]2OC,0,0,0,0,0
M242452,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0,0
M373618,CO[C@@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)CC=C[C@H]1C,0,0,0,0,0
M377244,c1ccc(N2CC3(CCNCC3)C2)cc1,0,0,0,0,0
M189904,CC(C)CN1CCC2(CC1)CCN(C(=O)c1csnn1)CC2,0,0,0,1,0
M358133,C[N@@+]1(CC[N@@+]2(C)CCC[C@H]2c2cccnc2)CCC[C@@H]1c1cccnc1,0,0,0,0,0
M591570,Oc1c(I)cc(Cl)c2cccnc12,1,0,0,0,0
M214910,Clc1ccc(-c2nnc(-c3ccco3)o2)cc1,1,1,0,0,0
M911737,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@H]4O[C@@H](CO[C@H]5O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H](O)[C@@H](O)[C@@H]4O)cc3O2)cc1O,0,0,0,0,0
M816336,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O,0,0,0,0,1
M620100,Cc1cc(O)nc2c1c(C)nn2C1CCOC(C)(C)C1,0,0,0,0,0
M741449,OC1(C(O)(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)CCCCC1,0,0,0,0,0
M554008,CCn1c(NCc2cc(Br)ccc2NS(=O)(=O)c2ccc(C)cc2)nc2ccccc21,0,1,1,1,1
M299634,CCc1nnc(/N=C/C2=C(O)OC(C)(C)OC2=O)s1,0,0,1,0,0
M496168,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4,0,0,0,0,1
M255180,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,0,0,0,0,0
M315403,N=C(N)NC(=N)Nc1ccc(S(N)(=O)=O)cc1,0,0,0,0,0
M512524,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,1,1,1,0,0
M108184,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,1,1,0,1,1
M923515,NC(=O)NO,0,0,0,0,0
M626221,NC(=O)CS(=O)C[C@H](N)C(=O)O,0,0,0,0,0
M863897,CC(C)=NOCc1ccc(-c2cn([C@@H]3COC[C@@H]3O)nn2)cc1,0,0,0,0,0
M400029,O=C(O)CNC(=O)[C@H]1NC(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,0,0,0,0,0
M767152,Cn1nnc(NC(=O)c2ccco2)n1,0,0,0,0,0
M611759,O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc(C(=O)O)cc1,0,0,0,0,0
M498978,Cc1nc(-n2nnc3cc(C)c(C)cc32)c2c3c(sc2n1)CCCC3,1,1,1,0,1
M152455,Cc1cc(CNC(=O)[C@H]2C[C@@H]2[C@H](NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)nn1C,0,0,0,0,1
M623510,NC[C@H]1O[C@@H](n2cnc3c(O)nc(N)nc32)[C@@H](O)[C@@H]1O,0,0,0,0,0
M625364,CCOCC(=O)Nc1cc(C(=O)Nc2ccccc2)ccc1Cl,1,1,1,0,0
M188121,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0,0,0,0,0
M161835,COc1ccc(/C=C/C(=O)NCc2cn(C)nc2C)cc1COc1ccc(Br)cc1,0,1,1,0,1
M630521,CN1CCN(NC(=O)c2ccccc2F)CC1,0,0,0,0,0
M657127,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H]([C@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](C(C)C)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCN)NC1=O)[C@H](C)O,0,0,0,0,0
M199328,CC/C=C\CC[C@H](O)C1=CCCCC1=O,0,0,0,0,0
M954979,Cc1ncc(COP(=O)(O)O)c(C)c1O,0,0,0,0,0
M656369,CC(C)CC(c1nnnn1C(C)C)N1CCN(c2ccccc2)CC1,0,1,1,0,1
M283770,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@@H]2SC1,0,0,0,0,0
M226969,CC(=O)[C@@H](C)CCO[C@@]1(C)OCC[C@@H]1C,0,0,0,0,0
